project,mda_code,mda_name,lga_code,lga_name,econ_code,econ_name,func_code,func_name,amt_2024_actual,amt_2025_revised,amt_2025_perf_jan_sep,amt_2026_approved,source_page
"Construction of New Sharia Court of Appeal Complex at 3 Arm Zone, Maitumbi, Minna.",031800300100,Sharia Court of Appeal,12621600,CHANCHAGA,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70331,LAW COURTS,25000000.0,50000000.0,0.0,80000000.0,89
Construction of 6no offices and a court room at Zonal Office Bida.,031800300100,Sharia Court of Appeal,12610300,BIDA,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70331,LAW COURTS,151000000.0,50000000.0,0.0,53633000.0,89
Purchase of 1no Toyota 18 seater seater Bus for head quarter Minna,031800300100,Sharia Court of Appeal,12621600,CHANCHAGA,23010108,PURCHASE OF BUSES,70331,LAW COURTS,25000000.0,150000000.0,0.0,125000000.0,89
Purchase of 1no Toyota Hilux for Honourable Grand Khadi,031800300100,Sharia Court of Appeal,12621600,CHANCHAGA,23010105,PURCHASE OF MOTOR VEHICLES,70331,LAW COURTS,85000000.0,30000000.0,0.0,73000000.0,89
Landscaping and additional car spot at Sharia Court of Appeal Headquarters,031800300100,Sharia Court of Appeal,12621600,CHANCHAGA,23020124,CONSTRUCTION OF MARKETS/PARKS,70331,LAW COURTS,0.0,10000000.0,0.0,12789319.0,89
Construction of Court room and 6no offices at Zonal Office Kontagora,031800300100,Sharia Court of Appeal,12631000,KONTAGORA,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,50000000.0,0.0,71560000.0,89
Purchase of Houses for Grand Khadi and Kadis (Rent),031800300100,Sharia Court of Appeal,12621600,CHANCHAGA,23010103,PURCHASE OF RESIDENTIAL BUILDINGS,70331,LAW COURTS,85000000.0,58500000.0,0.0,107266001.0,89
Installation of 50no Solar Street Light at Sharia Court of Appeal Complex and Zonal Office Minna.,031800300100,Sharia Court of Appeal,12621600,CHANCHAGA,23020125,CONSTRUCTION OF POWER GENERATING PLANTS,70331,LAW COURTS,20000000.0,11500000.0,0.0,12500000.0,89
"Purchase of 10no HP Laptop Computers for Sharia Court of Appeal Complex, Minna.",031800300100,Sharia Court of Appeal,12621600,CHANCHAGA,23010113,PURCHASE OF COMPUTERS,70331,LAW COURTS,0.0,20000000.0,0.0,22500000.0,89
Purchase of 8no Landcruiser jeep for DCR and Directors,031800300100,Sharia Court of Appeal,12610300,BIDA,23010105,PURCHASE OF MOTOR VEHICLES,70331,LAW COURTS,40071.0,70000000.0,0.0,84000000.0,89
Purchase of 1no Toyota Hilux for the Office of the CR,031800300100,Sharia Court of Appeal,12610300,BIDA,23010105,PURCHASE OF MOTOR VEHICLES,70331,LAW COURTS,0.0,50000000.0,0.0,57751680.0,89
Construction of Zonal office Bida,031800300100,Sharia Court of Appeal,12610300,BIDA,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,50000000.0,0.0,0.0,89
Renovation of Sharia Court Wawa,031800400100,Upper Sharia Courts,12630400,BORGU,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,12500000.0,0.0,0.0,89
"Renovation of Sharia Court Ibbi,",031800400100,Upper Sharia Courts,12631500,MASHEGU,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,5000000.0,12500000.0,0.0,0.0,89
"Provision of 15 seater confrence Table, Executive Tables and Chairs for the Administrative Block",031800400100,Upper Sharia Courts,12621600,CHANCHAGA,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70331,LAW COURTS,85000000.0,100000000.0,0.0,125000000.0,89
Renovation of Upper Sharia Court Minna,031800400100,Upper Sharia Courts,12621600,CHANCHAGA,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,80000000.0,150000000.0,0.0,85000000.0,89
"Renovation of Upper Shariah Court Kagara,",031800400100,Upper Sharia Courts,12622000,RAFI,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,50000000.0,0.0,55000000.0,89
Renovation of Upper Sharia Court Katcha,031800400100,Upper Sharia Courts,12610900,KATCHA,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,50000000.0,0.0,55000000.0,89
Renovation of Sharia Court Mariga,031800400100,Upper Sharia Courts,12631400,MARIGA,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,12500000.0,0.0,62500000.0,89
Purchase of 22no Toyota peugeot (406) for Directors and judges,031800400100,Upper Sharia Courts,12642600,STATE WIDE,23010105,PURCHASE OF MOTOR VEHICLES,70331,LAW COURTS,0.0,100000000.0,0.0,115500000.0,89
Renovation of Upper Sharia Court Wushishi,031800400100,Upper Sharia Courts,12642600,STATE WIDE,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,10000000.0,0.0,100894894.0,89
Renovation of Sharia Court Suleja & Bida,031800400100,Upper Sharia Courts,12642600,STATE WIDE,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,20000000.0,0.0,36105106.0,89
Renovation and fencing of Judges Quarters across the state,031800400100,Upper Sharia Courts,12642600,STATE WIDE,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,60000000.0,0.0,65000000.0,89
Fencing of sharia Courts premises across the state,031800400100,Upper Sharia Courts,12642600,STATE WIDE,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,10000000.0,0.0,0.0,89
Renovation of Sharia Court Rijau,031800400100,Upper Sharia Courts,12632100,RIJAU,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,12500000.0,0.0,0.0,90
Purchase of 3no.Laptop computers,031800800100,Multi Door Courts,12621600,CHANCHAGA,23010113,PURCHASE OF COMPUTERS,70331,LAW COURTS,0.0,6071000.0,0.0,10000000.0,90
"Construction of 2no Toilets for the Offices, Minna",031800800100,Multi Door Courts,12621600,CHANCHAGA,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70331,LAW COURTS,0.0,2000000.0,0.0,2000000.0,90
"Purchase of 4no. Cabinet, 4no. Set of table & chairs, 4no. Executive table & chairs at Bida, Suleja & Kontagora",031800800100,Multi Door Courts,12642600,STATE WIDE,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70331,LAW COURTS,0.0,20429000.0,0.0,10000000.0,90
Purchase of 2no sharp computer Printers,031800800100,Multi Door Courts,12621600,CHANCHAGA,23010114,PURCHASE OF COMPUTER PRINTERS,70331,LAW COURTS,0.0,3000000.0,0.0,0.0,90
"purchase 3no executive Tables,6no Executive Chairs and 10no. Arm chairs",031800800100,Multi Door Courts,12621600,CHANCHAGA,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70331,LAW COURTS,0.0,17000000.0,0.0,8000000.0,90
i. Construction and Fencing of Multi-Door Courts at Bida and Kontagora,031800800100,Multi Door Courts,12631000,KONTAGORA,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,0.0,0.0,10000000.0,90
"vi. Renovation of Arbitration Hall, Minna",031800800100,Multi Door Courts,12621600,CHANCHAGA,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,0.0,0.0,10000000.0,90
"Completion of Attorney General's Office and Rent Tribunal, Kontagora",032600100100,Ministry of Justice,12631000,KONTAGORA,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70331,LAW COURTS,10706508.2,50000000.0,50000000.0,102000000.0,90
Fencing/Building of Security and Generator House at Kontagora,032600100100,Ministry of Justice,12631000,KONTAGORA,23030125,REHABILITATION/REPAIRS- POWER GENERATING PLANTS,70331,LAW COURTS,80706509.08,50000000.0,50000000.0,98000000.0,90
Completion of Renovation work at Minna and Suleja Rent Tribunal Offices,032600100100,Ministry of Justice,12622300,SULEJA,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,99253420.0,40000000.0,40000000.0,60000000.0,90
Renovation work at Bida Rent Tribunal Area Office.,032600100100,Ministry of Justice,12610300,BIDA,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,30000000.0,30000000.0,40000000.0,90
Renovation work at New-Busa Rent Tribunal Area Office.,032600100100,Ministry of Justice,12630400,BORGU,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70331,LAW COURTS,0.0,30000000.0,30000000.0,0.0,90
Review of State Laws and Publications,032600200100,Law Reform Commission,12621600,CHANCHAGA,23050101,RESEARCH AND DEVELOPMENT,70331,LAW COURTS,5000000.0,20000000.0,0.0,25000000.0,90
"Purchase of 15no. Table, 20no Chairs and 5no HP Laptop cpmputers for the office",032600200100,Law Reform Commission,12621600,CHANCHAGA,23010101,PURCHASE / ACQUISITION OF LAND,70331,LAW COURTS,3000000.0,10000000.0,0.0,10000000.0,90
ii. Establishment of Law Library,032600200100,Law Reform Commission,12621600,CHANCHAGA,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70331,LAW COURTS,2000000.0,0.0,0.0,15000000.0,90
Accreditation of Additional 4no Courses at College of Legal Studies Minna,032600600100,Fatima Lami College of Legal and General Studies,12642600,STATE WIDE,23050108,Skills Acquisition,70941,FIRST STAGE OF TERTIARY EDUCATION,0.0,49000000.0,0.0,25200000.0,90
Construction of 10no Of offices,032600600100,Fatima Lami College of Legal and General Studies,12642600,STATE WIDE,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,0.0,24000000.0,0.0,0.0,90
Upgrading of Mass Communication Studio & Provision of Antena At the College of Legal Studies,032600600100,Fatima Lami College of Legal and General Studies,12642600,STATE WIDE,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70941,FIRST STAGE OF TERTIARY EDUCATION,0.0,50000000.0,0.0,52500000.0,90
Expansion of Library complex and creation of Catalog centre,032600600100,Fatima Lami College of Legal and General Studies,12642600,STATE WIDE,23020111,CONSTRUCTION / PROVISION OF LIBRARIES,70941,FIRST STAGE OF TERTIARY EDUCATION,0.0,75000000.0,0.0,100000000.0,90
Purchase of 4no Toyota Corolla car 2013 model for the school,032600600100,Fatima Lami College of Legal and General Studies,12642600,STATE WIDE,23010105,PURCHASE OF MOTOR VEHICLES,70941,FIRST STAGE OF TERTIARY EDUCATION,0.0,52000000.0,0.0,72300000.0,90
construction of New Minna sports centre,051300100100,Ministry of Youth and Social Development,12621600,CHANCHAGA,23020112,CONSTRUCTION / PROVISION OF SPORTING FACILITIES,70811,RECREATIONAL AND SPORTING SERVICES,100000000.0,4462627009.58,100000000.0,0.0,90
"Construction of 25,000 Seats Capacity Stadium at Rafin Yashi, Maikunkele Minna",051300100100,Ministry of Youth and Social Development,12621600,CHANCHAGA,23020112,CONSTRUCTION / PROVISION OF SPORTING FACILITIES,70811,RECREATIONAL AND SPORTING SERVICES,0.0,3500000000.0,49987426.0,0.0,90
"Purchase of 2no. Executive table and chairs, 10no. Tables 10no. Chairs and 2no. 20 seater confrence table and chair at Abdulsalam Youth Center",051300100100,Ministry of Youth and Social Development,12621600,CHANCHAGA,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70131,GENERAL PERSONNEL SERVICES,0.0,200000000.0,200000000.0,100000000.0,90
"Training of 1000 youths on software engineering, web design, online blogging and virtual assistance",051300100100,Ministry of Youth and Social Development,12642600,STATE WIDE,23050108,Skills Acquisition,71051,UNEMPLOYMENT,0.0,200000000.0,0.0,200000000.0,90
"Training of 180no Youth on Tailoring, Vulcanizing, Sewing, baking. Knitting and Barbing saloon in 3 Senatorial Zones",051300100100,Ministry of Youth and Social Development,12642600,STATE WIDE,23050108,Skills Acquisition,71051,UNEMPLOYMENT,0.0,225000000.0,0.0,225000000.0,90
Construction of New NYSC Permanent Orientation Camp Paiko,051300100100,Ministry of Youth and Social Development,12621900,PAIKORO,23020112,CONSTRUCTION / PROVISION OF SPORTING FACILITIES,70811,RECREATIONAL AND SPORTING SERVICES,0.0,1282372990.42,0.0,1675000000.0,90
Construction of Skill Acquisition Center at Lapai,051300100100,Ministry of Youth and Social Development,12611100,LAPAI,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,71051,UNEMPLOYMENT,200000000.0,0.0,0.0,250000000.0,90
"Construction of Women Development Center, Gurara",051300100100,Ministry of Youth and Social Development,12620800,GURARA,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,71051,UNEMPLOYMENT,1725121815.01,0.0,0.0,250000000.0,90
Construction of Skill Acquisition Center at New-Bussa,051300100100,Ministry of Youth and Social Development,12630400,BORGU,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,71051,UNEMPLOYMENT,0.0,0.0,0.0,250000000.0,90
"Repairs of Women Multi-Purpose Centre, Minna",051400100100,Ministry of Gender Affairs,12621600,CHANCHAGA,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70474,MULTIPURPOSE DEVELOPMENT PROJECTS,250000000.0,12000000.0,0.0,10000000.0,90
"Construction of corner shops at Women Multi-purpose centre, minna",051400100100,Ministry of Gender Affairs,12621600,CHANCHAGA,23020124,CONSTRUCTION OF MARKETS/PARKS,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,250000000.0,20000000.0,0.0,0.0,90
Renovation and Equiping of 6no Women Skill Centres across the State,051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70861,"RECREATION, CULTURE AND RELIGION N.E.C.",0.0,50000000.0,0.0,10000000.0,90
Collection and Collation of Primary and Secondary Data on Women and Social Protection Issues in the State,051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23050101,RESEARCH AND DEVELOPMENT,71041,FAMILY AND CHILDREN,0.0,1000000.0,0.0,5000000.0,90
Fencing and Construction of Gate House at Women's Garden at Korokpma,051400100100,Ministry of Gender Affairs,12621900,PAIKORO,23020119,CONSTRUCTION / PROVISION OF RECREATIONAL FACILITIES,71041,FAMILY AND CHILDREN,0.0,10000000.0,0.0,8000000.0,90
"Purchase of Rice processing machine, g/nut processing machine, melon peeling machine, and shea- butter butter processing machine",051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,70411,GENERAL ECONOMIC AND COMMERCIALAFFAIRS,0.0,10000000.0,0.0,0.0,90
Development/ Domestication of national Action plan on United Nations Security Council Resolution 1325,051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23050101,RESEARCH AND DEVELOPMENT,70132,OVERALL PLANNING AND STATISTICAL SERVICES,0.0,10000000.0,0.0,0.0,90
"Training of 10,000 women, widows and youth in skill acquisition in the across the State",051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23050108,Skills Acquisition,71051,UNEMPLOYMENT,0.0,50000000.0,0.0,0.0,90
Activism Against Gender Based violence,051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23050101,RESEARCH AND DEVELOPMENT,71041,FAMILY AND CHILDREN,0.0,6000000.0,0.0,0.0,90
Acquisition and modification of safe Home for stranded people and victims of Gender Based Violence,051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23010103,PURCHASE OF RESIDENTIAL BUILDINGS,70661,HOUSING AND COMMUNITY AMENITIES N.E.C.,0.0,15000000.0,0.0,5000000.0,90
Construction of women skill acquisition centre at Karbonde,051400100100,Ministry of Gender Affairs,12630400,BORGU,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,71041,FAMILY AND CHILDREN,0.0,200000000.0,20000.0,200000000.0,90
"purchase of 10no. Mechanical crushers, 10no. Ovens, and 10no.Hydraulic pressers for Women in Shea Butter bussiness at Kaliko",051400100100,Ministry of Gender Affairs,12632500,WUSHISHI,23010129,PURCHASE OF INDUSTRIAL EQUIPMENT,71051,UNEMPLOYMENT,0.0,3070000000.0,41076310.0,150000000.0,90
"i. NUT.5. SBCC Conduct sensitization visit to 8 Emirate Council on the inportance of Girl Child Education, Adolesent nutrition and end Child Marriage",051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23050101,RESEARCH AND DEVELOPMENT,71041,FAMILY AND CHILDREN,5000000.0,1000000.0,0.0,4000000.0,90
"ii. NUT.5.5 SBCC Production and airing of Radio jingles in four Languages (English, Hausa, Nupe, Gbagyi)in 6 radio stations on the inportance of Girl Child Education, AdolesentProduction and airing of Radio jingles in four Languages (English, Hausa, Nupe, Gbagyi)in 6",051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23050101,RESEARCH AND DEVELOPMENT,71041,FAMILY AND CHILDREN,0.0,1000000.0,0.0,2000000.0,91
"radio stations on the inportance of Girl Child Education, Adolesent Completion of Fencing of Permanent Remand Home Land, Kontagora",051400100100,Ministry of Gender Affairs,12631000,KONTAGORA,23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,71041,FAMILY AND CHILDREN,0.0,15000000.0,0.0,0.0,91
"Construction of Permanent Remand Home, Kontagora (Phase 1)",051400100100,Ministry of Gender Affairs,12631000,KONTAGORA,23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,71041,FAMILY AND CHILDREN,0.0,300000000.0,0.0,200000000.0,91
Purchase of Land for Permanent Remand Home Minna,051400100100,Ministry of Gender Affairs,12621600,CHANCHAGA,23010101,PURCHASE / ACQUISITION OF LAND,71041,FAMILY AND CHILDREN,15000000.0,60000000.0,0.0,40000000.0,91
Purchase of Land for Permanent Remand Home Suleja,051400100100,Ministry of Gender Affairs,12622300,SULEJA,23010101,PURCHASE / ACQUISITION OF LAND,71041,FAMILY AND CHILDREN,0.0,100000000.0,0.0,20000000.0,91
"Purchase of 4no. Designer machines for Bida, Minna and Kontagora remand homes",051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23010130,PURCHASE OF RECREATIONAL FACILITIES,71041,FAMILY AND CHILDREN,713483002.26,2000000.0,0.0,3000000.0,91
Fencing of Permanent remand home land Bida,051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,71041,FAMILY AND CHILDREN,0.0,80000000.0,0.0,10000000.0,91
Equiping and furnishing of Area Social Walfare Office Minna,051400100100,Ministry of Gender Affairs,12621600,CHANCHAGA,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,71091,SOCIAL PROTECTION N.E.C.,0.0,8000000.0,0.0,7000000.0,91
Fencing and Renovation of Area Office Bida,051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70131,GENERAL PERSONNEL SERVICES,0.0,50000000.0,0.0,30000000.0,91
Renovation of area social welfare centre Suleja,051400100100,Ministry of Gender Affairs,12622300,SULEJA,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,71041,FAMILY AND CHILDREN,0.0,20000000.0,0.0,20000000.0,91
Repairs of New Orphanage Home At Chanchaga Minna,051400100100,Ministry of Gender Affairs,12621600,CHANCHAGA,23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,71041,FAMILY AND CHILDREN,0.0,6000000.0,0.0,10000000.0,91
Acquisition and Fencing of Orphanage Land at Suleja (Phase 1),051400100100,Ministry of Gender Affairs,12622300,SULEJA,23010101,PURCHASE / ACQUISITION OF LAND,71041,FAMILY AND CHILDREN,0.0,30000000.0,0.0,10000000.0,91
Equipping of the existing Day Care centers at the New secretariate & Family Support Programme FSP Minna,051400100100,Ministry of Gender Affairs,12621600,CHANCHAGA,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70161,GENERAL PUBLIC SERVICES N.E.C.,0.0,5000000.0,0.0,8000000.0,91
Establishment of 2 additional Day care centres at New & old secretariate,051400100100,Ministry of Gender Affairs,12642600,STATE WIDE,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,71041,FAMILY AND CHILDREN,0.0,5000000.0,0.0,0.0,91
