project,amt_2024_actual,amt_2025_final,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
"CONSTRUCTION OF15 UNITS OF 5 BEDROOM DETACHED DUPLEX AT ISEYA COURT OKE-MOSAN, ABEOKUTA.( 5 Nos)",0.0,0.0,0.0,625434500.0,0.0,0.0,536,0.46977,0.48775,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126032700,Housing and Urban Development - General
"CONSTRUCTION OF 4 UNITS OF 4 BEDROOM TERRACE DUPLEX AT ISEYA COURT OKE-MOSAN, ABEOKUTA. (4 Nos)",0.0,0.0,0.0,457540144.24,0.0,0.0,536,0.47794,0.49592,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126032800,Housing and Urban Development - General
"CONSTRUCTION OF 12 UNITS OF 5 BEDROOM DUPLEX AT IGBEBA ESTATE , IJEBU-ODE. (12 Nos)",0.0,0.0,0.0,1140000000.0,0.0,0.0,536,0.48693,0.5049,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126032900,Housing and Urban Development - General
"CONSTRUCTION OF 12 UNITS OF 5 BEDROOM DETACHED DUPLEX WITH 2 BEDROOM BQ AT HAVILAH COURT IBARA HOUSING ESTATE, ABEOKUTA. (12 Nos)",0.0,0.0,0.0,1857745758.12,0.0,0.0,536,0.4951,0.51307,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033000,Housing and Urban Development - General
"CONSTRUCTION OF 14 UNITS OF 4 BEDROOM SEMI- DETACHED DUPLEX WITH 1 ROOM BQ AT HAVILAH COURT IBARA HOUSING ESTATE, ABEOKUTA. (14 Nos)",0.0,0.0,0.0,1402614002.44,0.0,0.0,536,0.50408,0.52206,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033100,Housing and Urban Development - General
"CONSTRUCTION OF GATE HOUSE AND PERIMETER FENCE AT PRINCE COURT III AJEBO ROAD, IDI ABA, ABEOKUTA (1No)",0.0,0.0,0.0,67226477.76,0.0,0.0,536,0.51225,0.53023,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033200,Housing and Urban Development - General
"CONSTRUCTION OF GATE HOUSE AND PERIMETER FENCE AT ISEYA COURT H.ID OKE- MOSAN, ABEOKUTA. (1 No)",0.0,0.0,0.0,67226477.76,0.0,0.0,536,0.52124,0.53922,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033300,Housing and Urban Development - General
"CONSTRUCTION OF GATE HOUSE AND PERIMETER FENCE AT HAVILAH COURT IBARA HOUSING ESTATE, ABEOKUTA (1 No)",0.0,0.0,0.0,67226477.76,0.0,0.0,536,0.53023,0.5482,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033400,Housing and Urban Development - General
"CONSTRUCTION OF RECREATION AREA AND CONVENIENCE AT PRINCE COURT III AJEBO ROAD, IDI ABA, ABEOKUTA. (1No)",0.0,0.0,0.0,49567706.19,0.0,0.0,536,0.5384,0.55637,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033500,Housing and Urban Development - General
"CONSTRUCTION OF RECREATION AREA AND CONVENIENCE ISEYA COURT OKE- MOSAN, ABEOKUTA (1 No)",0.0,0.0,0.0,48994874.2,0.0,0.0,536,0.54739,0.56536,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033600,Housing and Urban Development - General
"CONSTRUCTION OF RECREATION AREA AND CONVENIENCE AT FLAMINGO GARDENS AJEBO ROAD IDI- ABA, ABEOKUTA (1 No)",0.0,0.0,0.0,49064015.49,0.0,0.0,536,0.55556,0.57353,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033700,Housing and Urban Development - General
"CONSTRUCTION OF RECREATION AREA AND CONVINIENCE AT BOFT GARDENS LAGOS ROAD , ABEOKUTA JOINT VENTURE DEVELOPMENT (1 No)",0.0,0.0,0.0,43290288.89,0.0,0.0,536,0.56454,0.58252,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033800,Housing and Urban Development - General
"CONSTRUCTION OF RECREATION AREA AND CONVENIENCE AT HAVILAH COURT IBARA HOUSING ESTATE, ABEOKUTA. (1 No)",0.0,0.0,0.0,54000000.0,0.0,0.0,536,0.57271,0.59069,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126033900,Housing and Urban Development - General
COMPENSATION OF 219.158 Hectares of Land at Sagamu II,0.0,0.0,0.0,90142273.0,0.0,0.0,536,0.5817,0.59967,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034000,Housing and Urban Development - General
COMPENSATION OF 877.5.158 Hectares of Land at Itanrin,0.0,0.0,0.0,40000000.0,0.0,0.0,536,0.59069,0.60866,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034100,Housing and Urban Development - General
COMPENSATION OF 144.37 Hcrares of Land at Odeda,0.0,0.0,0.0,40000000.0,0.0,0.0,536,0.59886,0.61683,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034200,Housing and Urban Development - General
COMPENSATION OF 144.37 Hectares of Land at ILaro,0.0,0.0,0.0,30000000.0,0.0,0.0,536,0.60784,0.62582,025301000100,Ogun State Housing Corporation,32010102,LAND & BUILDINGS - RESIDENTIAL,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034300,Housing and Urban Development - General
Construction of 1km Asphalt Road of 7 metres width Drainage 500 metres R.C drains of 0.8mx 0.6m. R. C Box Culvert: 80 metres of 0.8mx 0.6m with0.2m concrete slab @ 50% completion,0.0,0.0,0.0,209339400.0,0.0,0.0,536,0.61601,0.63399,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034400,Housing and Urban Development - General
Construction of 180 metres Asphalt Road of 7 metres width Drainage 120 metres R.C drains of 0.8mx 0.6m. R. C Box Culvert: 80 metres of 0.8mx 0.6m with0.2m concrete slab,491710000.0,587516293.07,0.0,86645025.0,0.0,0.0,536,0.625,0.64297,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034500,Housing and Urban Development - General
Construction of 500 metres Asphalt Road of 7 metres width Drainage 250 metres R.C drains of 0.8mx 0.6m. R. C Box Culvert: 80 metres of 0.8mx 0.6m with0.2m concrete slab,0.0,0.0,0.0,201085200.0,0.0,0.0,536,0.63317,0.65114,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034600,Housing and Urban Development - General
Construction of 350 metres Asphalt Road of 7 metres width Drainage 200 metres R.C drains of 0.8mx 0.6m. R. C Box Culvert: 80 metres of 0.8mx 0.6m with0.2m concrete slab,0.0,0.0,0.0,204483667.75,0.0,0.0,536,0.64216,0.66013,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034700,Housing and Urban Development - General
Grading of 1Km Earth Road Drainage Construction of 70 metres of R.C Drains,0.0,0.0,0.0,25000000.0,0.0,0.0,536,0.65033,0.6683,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034800,Housing and Urban Development - General
Grading of 1Km Earth Road Drainage Construction of 30 metres of R.C Drains,0.0,0.0,0.0,10000000.0,0.0,0.0,536,0.65931,0.67729,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126034900,Housing and Urban Development - General
Grading of 1.5Km Earth Road Drainage Construction of 30 metres of R.C Drains,0.0,0.0,0.0,10000000.0,0.0,0.0,536,0.6683,0.68627,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035000,Housing and Urban Development - General
Grading of 1Km Earth Road Drainage Construction of 30 metres of R.C Drains,0.0,0.0,0.0,15000000.0,0.0,0.0,536,0.67647,0.69444,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035100,Housing and Urban Development - General
Grading of 1Km Earth Road Drainage Construction of 30 metres of R.C Drains,0.0,0.0,0.0,10000000.0,0.0,0.0,536,0.68546,0.70343,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035200,Housing and Urban Development - General
Grading of 1.5Km Earth Road Drainage Construction of 60 metres of R.C Drains,0.0,0.0,0.0,20000000.0,0.0,0.0,536,0.69363,0.7116,025301000100,Ogun State Housing Corporation,32010202,ROADS & BRIDGES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035300,Housing and Urban Development - General
Provision of 1 Number of 500KVA/11/0.415 Step Down Transformer High Tension,176737500.0,282651307.0,0.0,70506065.0,0.0,0.0,536,0.70261,0.72059,025301000100,Ogun State Housing Corporation,32010207,ELECTRICITY TRANSMISSION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035400,Housing and Urban Development - General
Provision 1 Number of 300KVA/11/0.415 Step Down Transformer High Tension:,0.0,0.0,0.0,61438750.0,0.0,0.0,536,0.71078,0.72876,025301000100,Ogun State Housing Corporation,32010207,ELECTRICITY TRANSMISSION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035500,Housing and Urban Development - General
Provision of 1 Number of 300KVA/11/0.415 Step Down Transformer High Tension:,0.0,0.0,0.0,107179425.0,0.0,0.0,536,0.71977,0.73775,025301000100,Ogun State Housing Corporation,32010207,ELECTRICITY TRANSMISSION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035600,Housing and Urban Development - General
Provision of 1 Number of 300KVA/11/0.415 Step Down Transformer High Tension:,0.0,0.0,0.0,95026598.75,0.0,0.0,536,0.72794,0.74592,025301000100,Ogun State Housing Corporation,32010207,ELECTRICITY TRANSMISSION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035700,Housing and Urban Development - General
"Provision for 2 Numbers of borehole, Steel ground tank:70,000 Litres of Steel Ground Tank Overhead Steel tank (2 Nos)",79000000.0,167186983.67,0.0,57741500.0,0.0,0.0,536,0.73693,0.7549,025301000100,Ogun State Housing Corporation,32010208,WATER DISTRIBUTION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035800,Housing and Urban Development - General
"Provision of 2 Numbers of borehole, Steel ground tank:70,000 Litres of Steel Ground Tank Overhead Steel tank",0.0,0.0,0.0,50886375.0,0.0,0.0,536,0.74592,0.76389,025301000100,Ogun State Housing Corporation,32010208,WATER DISTRIBUTION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126035900,Housing and Urban Development - General
"Provision of 2 Numbers of borehole, Steel ground tank: 70,000 Litres of Steel Ground Tank Overhead Steel tank35,000 litres of overhead steel tank, water reticulation to each apartment. JOINT VENTURE DEVELOPMENT)(",0.0,0.0,0.0,50886375.0,0.0,0.0,536,0.75408,0.77206,025301000100,Ogun State Housing Corporation,32010208,WATER DISTRIBUTION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036000,Housing and Urban Development - General
"Provision of 2 Numbers of borehole, Steel ground tank:70,000 Litres of Steel Ground Tank Overhead Steel tank35,000 litres overhead steel tank,water reticulation to each apartment.",0.0,0.0,0.0,60493133.75,0.0,0.0,536,0.76307,0.78105,025301000100,Ogun State Housing Corporation,32010208,WATER DISTRIBUTION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036100,Housing and Urban Development - General
"Provision of 1 Number borehole, reticulation and overhead tank",0.0,0.0,0.0,15000000.0,0.0,0.0,536,0.77124,0.78922,025301000100,Ogun State Housing Corporation,32010208,WATER DISTRIBUTION NETWORK,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036200,Housing and Urban Development - General
PURCHASE OF Firman Fpg15000se 10.5kva Industrial Generator Set (3 Nos),0.0,5860800.0,1200000.0,11727198.0,0.0,0.0,536,0.78023,0.7982,025301000100,Ogun State Housing Corporation,32010305,POWER GENERATING SETS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036300,Housing and Urban Development - General
PURCHASE OF 10kva 48v Felicity Solar Inverter Ivps Pure Sine Wave (6 Nos),0.0,26289480.0,2800000.0,9858240.0,0.0,0.0,536,0.7884,0.80637,025301000100,Ogun State Housing Corporation,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036400,Housing and Urban Development - General
PURCHASE OF 2000watt Inverter 12v - 24v Auto Digital Display Light ( 6 Nos),0.0,0.0,0.0,410760.0,0.0,0.0,536,0.79739,0.81536,025301000100,Ogun State Housing Corporation,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036500,Housing and Urban Development - General
PURCHASE OF Inverter With 20A Inbuilt Charger - 3000W ( 6 Nos),0.0,0.0,0.0,575064.0,0.0,0.0,536,0.80637,0.82435,025301000100,Ogun State Housing Corporation,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036600,Housing and Urban Development - General
PURCHASE OF Cloud Energy 410 Watts Mono Solar Panel (6 Nos),0.0,0.0,0.0,1275820.56,0.0,0.0,536,0.81454,0.83252,025301000100,Ogun State Housing Corporation,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036700,Housing and Urban Development - General
PURCHASE OF 48V 4.8wh Lithium-ion Battery (6 Nos),0.0,0.0,0.0,19075694.4,0.0,0.0,536,0.82353,0.8415,025301000100,Ogun State Housing Corporation,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036800,Housing and Urban Development - General
PURCHASE OF Toyota Hilux 2024 Black/PickupTruck ( 1 No),0.0,103415545.0,65500000.0,130758600.0,0.0,0.0,536,0.8317,0.84967,025301000100,Ogun State Housing Corporation,32010405,MOTOR VEHICLES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126036900,Housing and Urban Development - General
PURCHASE OF Toyota Hilux 2024 White/PickupTruck ( 1 No),0.0,0.0,0.0,93105600.0,0.0,0.0,536,0.84069,0.85866,025301000100,Ogun State Housing Corporation,32010405,MOTOR VEHICLES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037000,Housing and Urban Development - General
PURCHASE OFHP Elitebook 1040-G8x360 Convertible Intel Corei7 touch 16GB RAM/512GB ( 26Nos),2060000.0,11506250.0,0.0,32039280.0,0.0,0.0,536,0.84886,0.86683,025301000100,Ogun State Housing Corporation,32010501,COMPUTERS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037100,Housing and Urban Development - General
PURCHASE OFHP Color Laserjet 150a Single Printer (9 Nos),510000.0,2677024.0,0.0,5175576.0,0.0,0.0,536,0.85784,0.87582,025301000100,Ogun State Housing Corporation,32010502,PRINTERS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037200,Housing and Urban Development - General
PURCHASE OFSharp copier AR 6020N ( 4 Nos),0.0,3676320.0,1511450.0,3967941.6,0.0,0.0,536,0.86601,0.88399,025301000100,Ogun State Housing Corporation,32010505,PHOTOCOPIERS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037300,Housing and Urban Development - General
"PURCHASE OFBlue Gate 100% Genuine Original BLUEGATE UPS 2.5KVA, (2500va) (5 Nos)",0.0,683800.0,0.0,1334970.0,0.0,0.0,536,0.875,0.89297,025301000100,Ogun State Housing Corporation,32010551,U.P.S,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037400,Housing and Urban Development - General
PURCHASE OF Transcend Jet Drive Lite 350 128GB Storage Expansion Card (4 Nos),515000.0,1608245.0,0.0,94529.57,0.0,0.0,536,0.88399,0.90196,025301000100,Ogun State Housing Corporation,32010552,COMPUTER STORAGE DEVICES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037500,Housing and Urban Development - General
PURCHASE OF JIYUE Flash Drive 256GB Metal OTG Micro USB Type-C ( 4 Nos),0.0,0.0,0.0,49285.72,0.0,0.0,536,0.89216,0.91013,025301000100,Ogun State Housing Corporation,32010552,COMPUTER STORAGE DEVICES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037600,Housing and Urban Development - General
PURCHASE OF SanDisk 128GB Ultra Dual USB Type-C OTG (SDDDC2-128G-G46) ( 4 Nos),0.0,0.0,0.0,136920.0,0.0,0.0,536,0.90114,0.91912,025301000100,Ogun State Housing Corporation,32010552,COMPUTER STORAGE DEVICES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037700,Housing and Urban Development - General
PURCHASE OF Laptop Internal Hard Disk Drive - 2TB ( 7 N0s),0.0,0.0,0.0,1041962.57,0.0,0.0,537,0.08987,0.10784,025301000100,Ogun State Housing Corporation,32010552,COMPUTER STORAGE DEVICES,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037800,Housing and Urban Development - General
PURCHASE OF Dji Mavic Mini - Drone Fly Cam Quadcopter Uav With 2.7k Camera 3-axis G (2 Nos),1064400.0,15317045.38,0.0,2730184.8,0.0,0.0,537,0.09886,0.11683,025301000100,Ogun State Housing Corporation,32010555,OTHER EQUIPMENTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126037900,Housing and Urban Development - General
PURCHASE OF Lawn Mower ( 2 Nos),0.0,0.0,0.0,582056.05,0.0,0.0,537,0.10703,0.125,025301000100,Ogun State Housing Corporation,32010555,OTHER EQUIPMENTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126038000,Housing and Urban Development - General
PURCHASE OF Hedge Trimmer ( 2 Nos),0.0,0.0,0.0,446537.2,0.0,0.0,537,0.11601,0.13399,025301000100,Ogun State Housing Corporation,32010555,OTHER EQUIPMENTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126038100,Housing and Urban Development - General
PURCHASE OF Elecrical Kettles SET OF CUPS (1 No),0.0,0.0,0.0,93562.0,0.0,0.0,537,0.12418,0.14216,025301000100,Ogun State Housing Corporation,32010555,OTHER EQUIPMENTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126038200,Housing and Urban Development - General
PURCHASE OF Wheelbarrow (2 Nos),0.0,0.0,0.0,148786.4,0.0,0.0,537,0.13317,0.15114,025301000100,Ogun State Housing Corporation,32010555,OTHER EQUIPMENTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126038300,Housing and Urban Development - General
PURCHASE OF Safety Boots for Site officers (10 Nos),0.0,0.0,0.0,306084.66,0.0,0.0,537,0.14134,0.15931,025301000100,Ogun State Housing Corporation,32010555,OTHER EQUIPMENTS,70611,HOUSING DEVELOPMENT,62742100,State wide,06100126038400,Housing and Urban Development - General
