project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_proposal,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_covid,amt_2026_tag_justice,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Ronovation of Jos Hotel,10000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,210,0.35784,0.37582,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70473,TOURISM,13141800,Statewide,02100122003800,Societal Re-orientation - General
Renovation of Jos Hotel,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,0.36438,0.38235,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70473,TOURISM,13141800,Statewide,02100122003900,Societal Re-orientation - General
Renovation of Plateau Hotel,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,0.37173,0.38971,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70473,TOURISM,13141800,Statewide,02100122004000,Societal Re-orientation - General
"Upgrading of Solomon Lar Amusement Park, Domkat Bali Road, Jos.",10000000.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,210,0.37827,0.39624,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70473,TOURISM,13141800,Statewide,02100122004100,Societal Re-orientation - General
"Renovation of Corporate Headquarters, Jos.",10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,0.3848,0.40278,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70473,TOURISM,13141800,Statewide,02100122004200,Societal Re-orientation - General
Procurement of 2No Motor Cycle Truck,0.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,210,0.39216,0.41013,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010107,PURCHASE OF TRUCKS,70473,TOURISM,13141800,Statewide,02100122003700,Societal Re-orientation - General
Renovation of Pandam Wildlife 20 Chalets/Managers Lodge/Hall.,0.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,210,0.39869,0.41667,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70473,TOURISM,13141800,Statewide,02100122003700,Societal Re-orientation - General
Procurement of 1No 18 S Air Condition Bus.,0.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,210,0.40605,0.42402,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010108,PURCHASE OF BUSES,70473,TOURISM,13141800,Statewide,02100122003700,Societal Re-orientation - General
Expansion and Rehabilitation of Safari Tracks at Jos Wildlife park.,0.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,210,0.41258,0.43056,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030118,REHABILITATION / REPAIRS - RECREATIONAL FACILITIES,70473,TOURISM,13141800,Statewide,02100122003700,Societal Re-orientation - General
"Drilling of 1No Borehole at Headquarter, Jos",0.0,0.0,0.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,210,0.41912,0.43709,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70473,TOURISM,13141800,Statewide,02100122003700,Societal Re-orientation - General
"Construction of 3No Storey Complex, 26 No Offices, 26No Toilet and 1No Conference Hall",0.0,0.0,0.0,300000000.0,300000000.0,0.0,0.0,0.0,0.0,210,0.42647,0.44444,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70473,TOURISM,13141800,Statewide,02100122003700,Societal Re-orientation - General
Development of Tourism Management Portal,0.0,0.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,210,0.43301,0.45098,023600200100,PLATEAU STATE TOURISM CORPORATION 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70473,TOURISM,13141800,Statewide,02100122003700,Societal Re-orientation - General
Procurement of 2No Hilux Project Vehicles,140000000.0,0.0,0.0,140000000.0,70000000.0,0.0,0.0,0.0,0.0,210,0.47467,0.49265,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010105,PURCHASE OF MOTOR VEHICLES,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,13100122019000,Reform of Government and Governance - General
"Acquisition of 3No LG Flat Screen TV, 2No LG Refrigerator, 3No LG Air conditioners, 1No. 2No Mikano Generaor, 2o No Laptop Computers, 2No Photocopier",5000000.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,210,0.48121,0.49918,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010140,PURCHASE OF OFFICE EQUIPMENT,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,13100122019100,Reform of Government and Governance - General
Procurement ICT Infrastructure,10000000.0,0.0,0.0,15000000.0,5000000.0,0.0,0.0,0.0,0.0,210,0.48856,0.50654,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,13100122019200,Reform of Government and Governance - General
"Installation of 20 No. Solar Panels, 2 No. inverters and 8 No. batteries within the Min. of Budget and Eco. Planning(Green Growth)",30000000.0,0.0,0.0,30000000.0,5000000.0,0.0,0.0,0.0,0.0,210,0.4951,0.51307,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23040108,GREEN GROWTH MAINSTREAMING Capital Expenses,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,11100122007400,Information Communication and Technology - General
Counterpart funding for Accelerating Nutrition Result in Nigeria (ANRiN) Sustainability,410000000.0,0.0,0.0,116454500.0,116454500.0,0.0,0.0,0.0,0.0,210,0.50245,0.52042,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23050114,SUPPORT ON PROGRAM IMPLEMENTATION,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,05010422001400,Integrated supportive supervision
Component 1. Investing in Resilient Infrastructure and Service for IDPs and Host Communities (SOLID Project),2000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,0.50899,0.52696,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020128,OTHER CONSTRUCTION,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,05010422001400,Integrated supportive supervision
Component 2. Community Development and idea generating opportunities,1800000000.0,0.0,0.0,1000000000.0,250000000.0,0.0,0.0,0.0,0.0,210,0.51552,0.5335,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23050101,RESEARCH AND DEVELOPMENT,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,05010422001400,Integrated supportive supervision
Component 3. Project Management and Support for the Implementation of National Project,800000000.0,0.0,0.0,800000000.0,300000000.0,0.0,0.0,0.0,0.0,210,0.52288,0.54085,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23050114,SUPPORT ON PROGRAM IMPLEMENTATION,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,05010422001400,Integrated supportive supervision
"Purchase of 5No. Kyocera Printers @1,000,000.00 each",5000000.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,210,0.52941,0.54739,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010114,PURCHASE OF COMPUTER PRINTERS,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,05010422001400,Integrated supportive supervision
325 State Electoral Ward Development (Wards Development Innitiative),9750000000.0,0.0,0.0,1668937191.0,250000000.0,0.0,0.0,0.0,0.0,210,0.53676,0.55474,023800100100,MINISTRY OF BUDGET AND ECONOMIC PLANNING 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23050114,SUPPORT ON PROGRAM IMPLEMENTATION,70132,OVERALL PLANNING AND STATISTICAL SERVICES,13141800,Statewide,05010422001400,Integrated supportive supervision
